,JobId,job_descriptions,job links,job titles,Posted By,Posted Time,Employement Status,Location
10,10,"Posted by
Imran Saami
Project Manager, Architect, Developer
Send InMail
Microrage Solutions, Lahore is seeking to hire a senior Core PHP developer on a full-time basis.

Min 5+ years experience in Core PHP Development
Strong knowledge of databases and writing complex database queries
Have experience of writing custom Javascript, Jquery, AJAX, JSON, REST
Custom coding in PHP with OOP and MVC
Payment Gateway Integration
Not a requirement but knowledge of AngularJS, Laravel, CodeIgnitor, etc. is a plus.

Should haves:

Knowledge of Technical & Logical thinking and problem solving skills.
Should be able to work on projects individually or as part of a team.
Must have a strong interest in learning new skills/technologies and curiosity to explore various technologies and solution approaches.
Excellent communication and teamwork skills",https://www.linkedin.com/jobs/view/3134611846/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=jOoiPbS92koi8olUxegZ0w%3D%3D&trk=flagship3_search_srp_jobs,Senior Core PHP Developer,Microrage Solutions,1 day ago,Full-time,"Lahore, Punjab, Pakistan"
11,11,"Posted by
Sir Adrees✪
Professor of Practice at Gift University, Gujranwala Punjab, Pakistan
Send InMail
we are looking PHP web developer for our new software house fresher can also apply",https://www.linkedin.com/jobs/view/3122818298/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=s7%2BvGe8Nt9Gy2ePDqSmLTQ%3D%3D&trk=flagship3_search_srp_jobs,PHP Web Developer,www.adreesacademy.com,5 days ago,Full-time,"Gujranwala, Punjab, Pakistan"
12,12,"Posted by
Nehal Ahmed
Talent Acquisition at Daraz (Alibaba Group)
Send InMail
ABOUT DARAZ:
Launched in 2012, Daraz is South Asia's online shopping and selling destination of choice – present in Pakistan, Bangladesh, Sri Lanka, Myanmar and Nepal. Supported by a wide range of tailored marketing, data, and service solutions, the pioneering e-commerce ecosystem in South Asia has 30,000 sellers and 500 brands, serving 5 million consumers. With 2 million products available, Daraz offers a diverse assortment of products in categories ranging from consumer electronics to household goods, beauty, fashion, sports equipment, and groceries. Focused on providing an excellent customer experience, it offers multiple payment methods including cash-on-delivery, comprehensive customer care and hassle-free returns. Daraz is owned by Alibaba Group Holding Limited.

At Daraz, we believe in chasing hard towards big goals. By 2022, we have six aspirations to lead Pakistan into the digital era:

1) As the market leader, we will continue to drive 100%+ annual growth of the e-commerce market for the next 4 years.
2) Reach 200,000 active Daraz sellers (all educated through Daraz University).
3) Engage 25 million Daraz users monthly by being relevant, convenient and service-minded.
4) Create 1 million jobs for marketplace participants.
5) Fully digitalize the logistics ecosystem with real-time visibility for customers regardless of location.
6) Introduce digital payments to 10 million new customers.

RESPONSIBILITIES:
The main objective of Web Developer is to develop different projects for Growth, HR, Seller Marketplace and CRM. Extend technical support with all Daraz ventures. Follow up with other stakeholders on assigned tasks and work on given onsite initiatives/modules.
Develop frontend modules to cater to short and long term business goals
Hands on experience of HTML, CSS, Javascript, PHP or MERN and SQL
Good understanding of APIs development
Develop, manage and configure project-based solutions for growth
Extend help and ensure end-to-end product solution which includes System Analysis, UATs, troubleshooting, Launch + Support for all ventures
Develop regional and local engagement-driven mechanics
Develop Newsletters for CRM and Seller Marketplace
Raise, follow up and help in issue resolution across Daraz ventures along with the product team
Manage all on-site and in-app, campaign-related, real estate mainly Homepage

REQUIREMENTS:
Bachelors/Masters degree preferably in Analytics, Statistics, CS, or Business with 2 to 3 years of work experience
Tech-savvy
Data-driven to analyze traffic behavior and create and optimize campaigns accordingly to get the best results
Great interpersonal and problem-solving skills
Great decision-making skills",https://www.linkedin.com/jobs/view/3082434240/?eBP=CwEAAAGBh8gEsJBunWjSjqqB1RiOEARMdt99an_5ukhKwN2dFrn_IEpaBfOwPZkISdxVHo18kSDWimow8lriNeCYug-Rup4uZtQoFDtkPZqt7s5E_eym0Ma02_lJpCoJd1OryREFK0C1ilFK-iVUDOUBC5t8YEfyfRj597TKn4tZpxSpGeLH-btHIK7ydeCs4ZC_LO-ZQjlMA_Q9yKnhaxc2Ofg8abnymPVemM0HFc2DMjWaMMnE6rPkFoiQWgt8YLSk9qIB4SB3zEZd2OAVeUeZ7e_xGE-YesVuIJTMoeVuiYYEZIR-8o03V7snQut6M8CDLvUloDGtoa7znN3y60K6hh9z0-d3ONrFUvOF5MYSHyTbfy8GMJS6NqzKKr0rjhY&recommendedFlavor=SCHOOL_RECRUIT&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=PpnKH0oyc2XQPbSu8wKuIg%3D%3D&trk=flagship3_search_srp_jobs,Web Developer,Daraz,4 weeks ago,Full-time · Mid-Senior level,"Karāchi, Sindh, Pakistan"
13,13,"For more than three decades, TCP Software (formerly known as TimeClock Plus) has provided premier workforce management solutions to millions of users every day. We meet the needs of our customers by providing innovative software and hardware designed to help administrators track employees, manage labor costs and reduce compliance risk. TCP’s software suite includes Time & Attendance, Leave Management, Document Management, Advanced and Dynamic Scheduling and more, all of which integrate with all major payroll systems as well as our extensive portfolio of time collection solutions. From private to public sector, organizations of all sizes rely on our easy-to-use solutions designed with one goal in mind: Empowering people to work better.

We have two product lines, TimeClock Plus software and Humanity software.

Humanity is a cloud-based workforce management software fueled by a commitment to innovation, iteration, and a customer-centric approach. Our platform brings together usability, smart design, and custom features to help managers and employees better organize and stay connected through our evolving suite of apps.

We are looking for an experienced Full Stack Developer to join our creative and talented team in Lahore.

Responsibilities
Resolving bugs and development of new features;
Development of internal tools;
API support;
Communication and cooperation with our Support and Development teams;
Communication with customers.
Requirements
Working experience with PHP, JavaScript, SQL;
Strong problem solving skills;
Excellent knowledge of English (both written and spoken);
Solid testing and debugging skills;
Strong communication and interpersonal skills;
Good organizational and time management skills;
Familiarity with JIRA;
Familiarity with Github.
Bonus Skills
Experience with Object Oriented PHP, Symfony, React, using REST services and MongoDB;
Previous experience working on SaaS projects;
Familiarity with Scrum methodology or other agile development processes.
Benefits
Competitive salary based on experience
PTO and Sick leaves
In-Patient Health insurance
Provident fund and EOBI
The work/life setup you need to be successful.
A creative, collaborative, supportive environment that gives you the autonomy to explore new ideas, grow your skillset, and create outstanding results
The chance to make a genuine impact on the company’s growth
Plenty of challenging work and the opportunity to stretch yourself
The opportunity to work with amazing talent in a fast-growing company that really values its team",https://www.linkedin.com/jobs/view/3112046295/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=yJiWeaGavE2uIa9C1209eQ%3D%3D&trk=flagship3_search_srp_jobs,Full Stack PHP Developer,TCP Software,2 weeks ago,Full-time · Mid-Senior level,"Lahore, Punjab, Pakistan"
14,14,"Posted by
M. Umair Shah
Independent Affiliate at Digistore24
Send InMail
Responsibilities
Perform a mix of maintenance, enhancements, and new development as required
Work in a data analyst role and with business intelligence applications
Document features, technical specifications & infrastructure Responsibilities
Work cross-functionally to convert business needs into technical specifications

Qualifications
3+ years' of experience in web development and software design
Expertise in front-end technologies (HTML, JavaScript, CSS), PHP frameworks, and MySQL databases",https://www.linkedin.com/jobs/view/3092051679/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=tyntgYQqjX8tZ0zU0GymOQ%3D%3D&trk=flagship3_search_srp_jobs,PHP Developer,A-Tech,3 weeks ago,Full-time,"Lahore, Punjab, Pakistan"
15,15,"The ideal candidate will efficiently and quickly write PHP in a timely and scalable way in order to improve the code-base of the company's products in meaningful ways. This candidate will be able to test the code and make adjustments where necessary. They should also be experience in contributing to the whole software design lifecycle.
Responsibilities
Write clean, well-designed code
Troubleshoot and test core product software to ensure strong optimization
Contribute to all phases of the development lifecycle

Qualifications
Bachelor's degree in computer science or related field
Experience in software development
Passion for best design and coding practices
Strong knowledge of relational databases, tools and PHP skills",https://www.linkedin.com/jobs/view/3125013443/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=nKTrnCY4ZKDT5YRkrfgitg%3D%3D&trk=flagship3_search_srp_jobs,Senior PHP Developer,Confidential,3 days ago,Full-time,"Lahore, Punjab, Pakistan"
16,16,"Essentia technologies is an embodiment of catering to the customer’s needs and developing rapport with them to execute our services for you flawlessly. Our primary domain is a software development and application customization. Essentia is also providing contact center services to the UK’s renowned security industry giants. With our outstanding and unparalleled expertise, you won’t be let down by us.

The Role

We are looking for a PHP developer who is dedicated to his craft, writes code that is proud of and can hit the ground running. We need you to write beautiful, fast PHP to a high standard, in a timely and scalable way that improves the codebase of our products in meaningful ways. Responsibilities
Write “clean”, well designed code
Produce detailed specifications
Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality
Contribute to all phases of the development lifecycle
Follow industry best practices
Develop and deploy new features to facilitate related procedures and tools if necessary
Job Type: Full-time

Pay: Rs40,000.00 - Rs60,000.00 per month

Ideal Profile

Advanced Knowledge Of
Object-oriented development with PHP
MVC frameworks, preferably CodeIgniter, Laravel
Relational database development with MySQL
Experienced with the features of PHP 5.6 and PHP7
Strong modern JavaScript skills, including newer frameworks (Angular, etc) a plus
Daily user of version control software, particularly Git
Experience with testing automation a plus
Understanding of RESTful web services, OAuth, and authoring / consuming APIs
Experience with deployments using automated processes and build tools
Experienced in writing and optimizing MySQL queries and databases
Coding in HTML/CSS, JavaScript
Experience with Twilio a plus
Excitement for new technologies
What's on Offer?
Work within a company with a solid track record of success
Work alongside & learn from best in class talent
Great work environment",https://www.linkedin.com/jobs/view/3132981252/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=JHRzwiPjVkV5%2B%2FzHioD08w%3D%3D&trk=flagship3_search_srp_jobs,PHP Developer,Essentia Technologies,3 weeks ago,"PKR480,000/yr - PKR720,000/yr · Full-time · Entry level","Islamabad, Islāmābād, Pakistan"
17,17,"Posted by
Publicist of eFAIDA
Marketing Expert | Salesman | HR | Help Desk | Freelancing
Send InMail
We are looking for a Senior PHP Developer using Laravel framework to contribute in building scalable web applications and maintain the current version. The ideal candidate is a self-motivated, multi-tasker, and demonstrated team player.

Working will be on-site in Okara, Punjab, Pakistan.

Location: eFAIDA. Technologies, Okara
We offer attractive salaries

Responsibilities

● Write clean, well-designed code.
● Troubleshoot and test core product software to ensure strong optimization.
● Contribute to all phases of the development lifecycle.
● Ability to estimate the assigned tasks.
● Deliver the sprints & iterations on time.
● Open to learning new technologies and following the market & industry best practices.

Qualifications

● Bachelor's degree in computer science or related field
● +2 years Experience in software development
● Passion for best design and coding practices
● Strong knowledge of relational databases, tools and PHP skills
● Strong Design Patterns & Data structure & Algorithms.
● Good knowledge of SQL and related databases.
● Good knowledge of TDD
● Good knowledge of Agile / Scrum methodologies
● Good communication in English.
● Familiarity using project management tools",https://www.linkedin.com/jobs/view/2902466339/?eBP=JOB_SEARCH_ORGANIC&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=5%2BxmAvAmXZGN3kOTY16tAw%3D%3D&trk=flagship3_search_srp_jobs,Laravel Developer (up to 2 year exp.),eFAIDA,1 day ago,Full-time,"Okara District, Punjab, Pakistan"
18,18,"Scope

We are looking for a Full Stack Developer to produce scalable software solutions. You’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment.

Responsibilities
Work with development teams and product managers to ideate software solutions
Design client-side and server-side architecture
Build the front-end of applications through appealing visual design
Develop and manage well-functioning databases and applications
Write effective APIs
Test software to ensure responsiveness and efficiency
Troubleshoot, debug and upgrade software
Create security and data protection settings
Build features and applications with a mobile responsive design
Write technical documentation
Requirements
As a Full Stack Developer, you should be comfortable around both front-end and back-end coding languages (such as Java, JavaScript, HTML, PHP), development frameworks (such as Spring, Angular, React, Node.js) and third-party libraries. You should also be a team player with a knack for visual design and utility.
Proven experience as a Full Stack Developer or similar role
Experience developing desktop and mobile applications
Familiarity with common stacks
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Knowledge of multiple back-end languages (e.g. Java, PHP) and JavaScript frameworks (e.g. Angular, React, Node.js)
Familiarity with databases (e.g. RDBMS, NOSQL), web servers and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science or relevant field
BenefitsMarket Competitive",https://www.linkedin.com/jobs/view/3130290541/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=52Ht2b5ec9fuA72GNLfGPQ%3D%3D&trk=flagship3_search_srp_jobs,Senior Full Stack Developer,Finclude,4 days ago,Full-time · Executive,"Karachi Division, Pakistan"
19,19,"Posted by
Shabkhaiz Khan
Senior Software Engineer
Send InMail
Responsibilities
We are looking for a Senior Laravel Developer / VueJS Developer
• At least 2+ years of experience developing web applications using Laravel and VueJs
• Good command on Vue js and JavaScript-based development
• Hands-on experience on HTML and CSS
• Excellent communication and problem-solving skills
• Experience integrating with REST-based API services
• Comfortable working in a cloud environment (AWS)
• Experience in source code version control, preferably with GitHub",https://www.linkedin.com/jobs/view/3129403117/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=XnMitqc1IUR5P1ksWWl5tA%3D%3D&trk=flagship3_search_srp_jobs,Laravel PHP & VueJs Developer,Stackup Solutions,4 days ago,Full-time,"Lahore, Punjab, Pakistan"
20,20,"Posted by
Hina Malik
HR Specialist | Technical Recruiter | Employee Management | HR Consultant
Send InMail
We are looking for a number of Software Developers, PHP, MySQL, .NET, React Native and SharePoint developers.

The ideal candidate is a highly resourceful and innovative developer with extensive experience in the layout, design and coding of websites specifically in PHP format. You must also possess a strong knowledge of web application development using PHP programming language and MySQL Server databases.

Responsibilities

Write “clean”, well-designed code
Produce detailed specifications
Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality
Contribute in all phases of the development lifecycle
Follow industry best practices
Develop and deploy new features to facilitate related procedures and tools if necessary

Skills and Qualifications

Proven software development experience in PHP
Understanding of open source projects like Joomla, Drupal, Wikis, osCommerce, etc
Demonstrable knowledge of web technologies including HTML, CSS, Javascript, AJAX etc
Good knowledge of relational databases, version control tools and of developing web services
Experience in common third-party APIs (Google, Facebook, Ebay etc)
Passion for best design and coding practices and a desire to develop new bold ideas
BS/MS degree in Computer Science, Engineering or a related subject

Salary: Competitive

Kindly send your CV at hr@eitsec.co.uk",https://www.linkedin.com/jobs/view/3136040457/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=TuvIXUTxrwr3GBfMYxz7Yg%3D%3D&trk=flagship3_search_srp_jobs,PHP Developer (Mid Level),ITSec Pvt Ltd,12 hours ago,Full-time,"Karāchi, Sindh, Pakistan"
21,21,"Posted by
Syed Sharjeel
--
Send InMail
The ideal candidate will efficiently and quickly write PHP in a timely and scalable way in order to improve the code-base of the company's products in meaningful ways. This candidate will be able to test the code and make adjustments where necessary. They should also be experience in contributing to the whole software design lifecycle.
Responsibilities
Write clean, well-designed code
Troubleshoot and test core product software to ensure strong optimization
Contribute to all phases of the development lifecycle


Qualifications
Bachelor's degree in computer science or related field
Experience in software development
Passion for best design and coding practices
Strong knowledge of relational databases, tools and PHP skills
Atleast 5 years of relevant experience needed for this role.",https://www.linkedin.com/jobs/view/3125013119/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=VDET2D019MQEt83AcFPClA%3D%3D&trk=flagship3_search_srp_jobs,Senior PHP Laravel Developer,Fullduplex tech,3 days ago,Full-time,"Lahore, Punjab, Pakistan"
22,22,"About The Job

Toptal developers work with speed and efficiency to deliver the highest quality of work. We are looking for someone who is passionate about their client’s business, and ready to work on exciting projects with Fortune 500 companies and Silicon Valley startups, with great rates and zero hassles. If you are looking for a place to advance your career, enhance your skill set, and build connections around the globe, Toptal is right for you.

About Toptal

Toptal is an exclusive network of top freelancers from around the world. Fortune 500 companies and Silicon Valley startups hire Toptal for their most important projects. Toptal is one of the fastest-growing fully remote networks and empowers freelance software developers, designers, finance experts, product managers, and project managers worldwide to grow and excel in their freelance careers. Toptal clients vary in sizes and industries, from enterprise organizations and big tech companies to Silicon Valley startups and renowned universities. Once you enter the network, our matchers will contact you with project opportunities that fit your expertise and preferences. We have experts in over 120 countries who get to work remotely on projects that meet their career ambitions. About the role We’re always looking for exceptional Back-end developers (independent contractors) to help our clients reach the next level! At Toptal, you will have the opportunity to develop new features and improve the quality of the existing codebase. Some of your main responsibilities will include: (1) write elegant, efficient, and testable code that is easy to maintain and debug, (2) cover code with tests and perform manual testing of features, while reviewing the work of colleagues, and (3) work on the infrastructure part of the project, collaborating with infrastructure Engineers. You will research, implement, test, and help other teams integrate new tools, and maintain some microservices that are in use across the whole Engineering departments. Most of our work is in Ruby, but we are not limited to it; we also develop and support Elixir, Node.js solutions, we work with ElasticSearch and Kafka, and we are into Docker, Kubernetes, and others. Requirements
English language proficiency
3+ years of professional experience in software development
Solid experience with Ruby on Rails, Go, Python, Java or/and Node.js is a strong advantage
Project management skills
A keen attention to detail
Experience with system architecture or leading a software team is a strong advantage
Full-time availability is a strong advantage
If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.

#GlobalOpportunities #RemoteJobBackEnd",https://www.linkedin.com/jobs/view/3133197555/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=q%2F1seyEcp5QzUbO%2FfRmaJw%3D%3D&trk=flagship3_search_srp_jobs,Freelance Back-end Developer,Toptal,1 day ago,Contract · Mid-Senior level,Pakistan
23,23,"Posted by
Umme Rubab
Senior Manager-Human Resources at MUNCH:ON
Send InMail
Responsibilities:

Hands-on expertise in enterprise technology applications architecture, design,
development and support
Build innovative, state-of-the-art applications and collaborate with the User
Experience (UX) team
Ensure HTML, CSS, and shared JavaScript is valid and consistent across
applications
Prepare and maintain all applications utilizing standard development tools
Utilize backend data services and contribute to increase existing data services API
Lead the entire web application development life cycle right from concept stage to
delivery and post launch support
Convey effectively with all task progress, evaluations, suggestions, schedules along
with technical and process issues
Document the development process, architecture, and standard components
Coordinate with co-developers and keeps project manager well informed of the
status of development effort and serves as liaison between development staff and
project manager
Keep abreast of new trends and best practices in web development
Requirements:

Previous working experience as a PHP / Laravel developer for 3 - 4 years
BS/MS degree in Computer Science
In depth knowledge of object-oriented PHP and Laravel 5 PHP Framework
Hands on experience with SQL schema design, SOLID principles, REST API design
Software testing (PHP Unit, PHP Spec, Behat)
MySQL profiling and query optimization
Creative and efficient problem solver
Elastic search, docker, CI/CD AWS EC2, S3 and RDS and soap services as plus
point
Experience in building ERP applications
 Experience of Vue JS is preferred

This position is for our client - KOOK",https://www.linkedin.com/jobs/view/3117480321/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=e2PF%2FKFfAdF7onut9bU9Og%3D%3D&trk=flagship3_search_srp_jobs,Backend PHP Laravel Developer,MUNCH:ON,1 day ago,Full-time,"Lahore, Punjab, Pakistan"
24,24,"Posted by
Ajmal H.
Head of IT Department at Chemonics International Inc. | Expertise in Open source technologies
Send InMail
TITLE: MIS Associate
REPORTS TO: GHSC-PSM Director MIS
PROJECTS: USAID supported Global Health Supply Chain – Procurement and Supply
Management (GHSC-PSM) project, Pakistan
LOCATION: Islamabad
USAID supported Global Health Supply Chain-Procurement and Supply Management (GHSC-PSM) project, implemented by Chemonics International Inc. is providing technical assistance for public health supply chain system strengthening to the federal and provincial/regional governments. This technical assistance includes automation of logistics processes across all tiers of Family Planning (FP), Expanded Program on Immunization (EPI) and Maternal Neonatal and Child Health (MNCH) and Vaccines Preventable Infectious diseases’ (VPIDs) supply chains. The project has developed and implemented Pakistan Logistics Management Information Systems (LMIS) to strengthen forecasting & supply planning, procurement, distribution, M&E functions. The project has successfully transeffered the capacity to government stakeholders through regular trainings and refreshers.
Objective of the Consultancy:
The MIS Associate will be the part of the team to perform data analytics, data mining, software maintenance, quality testing and further support the federal, provincial and district governments for HR capacity building and technical documentation. Assist Manager Data Analytics to develop Enterprise Lab Solutions MIS, new data analytic views and dashboards to facilitate decision makers.
Principal Duties and Responsibilities:
The consultant in coordination with MIS team and stakeholders will be responsible for the followings:
1. Data analytics development on supply chain data.
2. Work with the MIS colleagues in gathering information systems’ related requirements and translating into technical documentation.
3. Assist Manager DA in aligning of Business, Solution.
4. Assist Manager DA in maintain enterprise architecture.
5. Assist Manager DA in development and document strategies, roadmaps, principles, standards, and best practices that align with program objectives.
6. Maintain Service Desk record and provide services against SRs.
7. Work effectively at all levels, including senior MIS management and colleagues.
8. Work closely with PSM Pakistan team and counterparts in the government to advocate and develop sustainable and efficient health information systems.
Required Skills and Qualifications:
The individual must be able to perform each essential duty and responsibility satisfactorily. The qualifications listed below are representative of the required knowledge, skills, and/or abilities needed to perform the principal duties:
· BS degree in Information Technology / Computer Sciences or related discipline required
Minimum of five (5) years of experience in relevant field
Experience with health/development sector will be preferred
Excellent interpersonal and communications skills
Demonstrated leadership, versatility, and integrity
Fluency in English required
Deliverable(s):
· Monthly progress report
Period of Performance and LOE
The expected duration of the assignment is six (06) months with a total LOE (Level of Effort) of 120 days distributed as maximum 20 working days per month
Supervision
The consultant will report directly to the Director MIS
Note: Scope of work can be changed as per the advise by the donor",https://www.linkedin.com/jobs/view/3111316825/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=vRvKb%2BAGfVHg1BKAAGPahg%3D%3D&trackingId=0bvhnyFSsiiYVPSxL2Q3ww%3D%3D&trk=flagship3_search_srp_jobs,Senior PHP Developer,GHSC-PSM Pakistan,2 weeks ago,Full-time,"Islamabad, Islāmābād, Pakistan"
